PublishDate,Source,Type,Title,Summary,Link
2025-09-19,RefIndustry,Industry News,Politecnico di Torino and ATF sign agreement on HVAC/R research and training,"Politecnico di Torino and the Italian Association of Refrigeration Technicians (ATF) have signed a memorandum of understanding aimed at strengthening collaboration in research, training, and innovatio",https://refindustry.com/news/market-news/politecnico-di-torino-and-atf-sign-agreement-on-hvac-r-research-and-training
2025-09-19,RefIndustry,Industry News,"Solid-State Cooling Market to Expand Rapidly Through 2036, Report Finds","The global advanced solid-state cooling market is set for significant growth between 2026 and 2036, according to a new report published by ResearchAndMarkets.com. The study highlights increasing d",https://refindustry.com/news/market-research/solid-state-cooling-market-to-expand-rapidly-through-2036-report-finds
2025-09-18,RefIndustry,Industry News,"XNRGY expands U.S. operations with new 330,000 sq ft facility in Arizona","XNRGY Climate Systems has announced the construction of a new 330,000 sq ft (approx. 30,660 m²) manufacturing facility in Mesa, Arizona. The new site, named Mesa 2, will support the production of XNR",https://refindustry.com/news/market-news/xnrgy-expands-u-s-operations-with-new-330-000-sq-ft-facility-in-arizona
2025-09-18,RefIndustry,Industry News,NCLA Seeks Rehearing in D.C. Circuit Over EPA’s HFC Market Allocation Rule,"The New Civil Liberties Alliance (NCLA) has filed a petition for en banc rehearing in the U.S. Court of Appeals for the D.C. Circuit, challenging the Environmental Protection Agency’s (EPA) regulati",https://refindustry.com/news/market-news/ncla-seeks-rehearing-in-d-c-circuit-over-epa-s-hfc-market-allocation-rule
2025-09-18,RefIndustry,Industry News,Eberspaecher launches propane-based AC systems for buses,Eberspaecher has introduced two roof-mounted air-conditioning systems using propane (R290) for buses. The AC135 and AC138 EVO models are available for both factory installation and retrofitting in,https://refindustry.com/news/new-items/eberspaecher-launches-propane-based-ac-systems-for-buses
2025-09-18,RefIndustry,Industry News,AHRI opens ASEAN regional office in Singapore to expand certification services,"The Air-conditioning, Heating, and Refrigeration Institute (AHRI) has opened a new office in Singapore to support the growing needs of its members and certification program participants across the",https://refindustry.com/news/market-news/ahri-opens-asean-regional-office-in-singapore-to-expand-certification-services
2025-09-18,RefIndustry,Industry News,Vaccine refrigerators market to reach US$ 2.50 billion by 2033,"The global vaccine refrigerators market, valued at US$ 1.29 billion in 2024, is projected to grow to US$ 2.50 billion by 2033, according to DataM Intelligence. The forecast represents a compound a",https://refindustry.com/news/market-research/vaccine-refrigerators-market-to-reach-us-2-50-billion-by-2033
2025-09-18,RefIndustry,Industry News,New Zealand HVAC&R sector gains stronger voice in vocational training,The HVAC&amp;R industry in New Zealand is set to gain greater influence over vocational training and qualifications through its inclusion in the new Industry Skills Board for Electrotechnology and Inf,https://refindustry.com/news/market-news/new-zealand-hvac-r-sector-gains-stronger-voice-in-vocational-training
2025-09-18,CoolingPost-World,Industry News,Hanon passes 1 million eCompressor milestone,"SOUTH KOREA: Hanon Systems, supplier of components for Volkswagen Group’s MEB platform for electric cars, has passed the production landmark of 1 million electric CO2 compressors.",https://www.coolingpost.com/world-news/hanon-passes-1-million-ecompressor-milestone/
2025-09-17,CoolingPost-World,Industry News,Concern over high AC refill rates in India,INDIA: A new report into India’s rapidly growing residential air conditioning market and its potential effects on global warming has revealed refill rates far higher than the global norm.,https://www.coolingpost.com/world-news/concern-over-high-ac-refill-rates-in-india/
2025-09-16,CoolingPost-World,Industry News,Guterres urges full implementation of Kigali,USA: United Nations secretary general António Guterres has urged governments to fully ratify and implement the Kigali Amendment to phase down HFCs.,https://www.coolingpost.com/world-news/guterres-urges-full-implementation-of-kigali/
2025-09-16,CoolingPost-World,Industry News,Man sentenced for smuggling R22,"USA: A man who confessed to smuggling five cylinders of illegal R22 refrigerant into the USA has been sentenced to three-years' probation, including 15 days’ time served.",https://www.coolingpost.com/world-news/man-sentenced-for-smuggling-r22/
2025-09-18,CoolingPost-UK,Industry News,Taking heat pumps to Holyrood,UK: Working heat pumps were recently placed before the Scottish parliament to raise awareness of the technology and its potential role in decarbonising Scotland’s heating.,https://www.coolingpost.com/uk-news/taking-heat-pumps-to-holyrood/
2025-09-17,CoolingPost-UK,Industry News,Industry backs mandatory alternative refrigerants training,"UK: As the RACHP Industry prepares for the revision of the F-gas regulations, the industry has shown overwhelming backing for the introduction of mandatory certified…",https://www.coolingpost.com/uk-news/industry-backs-mandatory-alternative-refrigerants-training/
2025-09-16,CoolingPost-Products,Industry News,Danfoss adds hygienic heat exchangers,DENMARK: Danfoss has launched a range of hygienic gasketed plate heat exchangers for a variety of applications in the food and beverage industry.,https://www.coolingpost.com/products/danfoss-adds-hygienic-heat-exchangers/
2025-09-18,CoolingPost-T&E,Industry News,Tickets now available for IOR dinner,"UK: Tickets are now available for the annual Institute of Refrigeration dinner, which returns to the Hilton London Bankside hotel on 12 February 2026.",https://www.coolingpost.com/training/tickets-now-available-for-ior-dinner/
2025-09-18,Natural Refrigerants,Industry News,"IAA Mobility 2025: Automakers Are Showing ‘High Interest’ in R290 for Electric Vehicles, Says ZF","Potential U.S. regulatory updates are playing a major role in driving interest, ..",https://naturalrefrigerants.com/news/iaa-mobility-2025-automakers-are-showing-high-interest-in-r290-for-electric-vehicles-says-zf/
2025-09-17,Natural Refrigerants,Industry News,"More Regulation of F-Gases May Be Needed Because of TFA Link, Says ECHA’s Updated PFAS Proposal","Existing legislation, which focuses on GWP, does not address the risks associated ..",https://naturalrefrigerants.com/news/more-regulation-of-f-gases-may-be-needed-because-of-tfa-link-says-echas-updated-pfas-proposal/
2025-09-17,Natural Refrigerants,Industry News,Adaptation 2025: Pressure Exchanger Boosts Efficiency of Transcritical CO2 System by 15% in Hungarian Hypermarket,The technology from U.S. manufacturer Energy Recovery can also support reliable system ..,https://naturalrefrigerants.com/news/adaptation-2025-pressure-exchanger-boosts-efficiency-of-transcritical-co2-system-by-15-in-hungarian-hypermarket/
2025-09-19,JARN News,Industry News,"Haier: Innovation, partnership and customer engagement were at the heart of the Frigro Installer Event 2025.","On 5 September, our long-standing distribution partner Frigro hosted its highly anticipated end of summer event at their warehouse in Belgium – and the day was a resounding success. With more than 500 key customers, installers, and industry professionals in attendance, the event created the perfect stage for networking, discovery, and lively exchanges within the HVAC community.",https://www.ejarn.com/article/detail/90462
2025-09-19,JARN News,Industry News,The Power of Solutions: Early-bird booking now open for ISH 2027,"The HVAC sector is undergoing profound transformation: energy and climate issues, digitalisation and shifting market conditions are presenting companies with significant challenges. As the industry’s leading platform, ISH continuously accompanies this change and, with its next edition from 15 to 19 March 2027 in Frankfurt am Main, will once again place practical solutions and innovative concepts centre stage. Under the new claim “The Power of Solutions”, it highlights answers to the pressing questions of our time and underscores the importance of taking a proactive approach.",https://www.ejarn.com/article/detail/90461
2025-09-19,JARN News,Industry News,Daikin | Heat Recovery in chillers: overview and regulatory framework [1/3],"Heat recovery systems are designed to provide cooling while simultaneously recovering waste heat for reuse. Unlike conventional air conditioning systems, where chillers release heat into the atmosphere (through air or geothermal sources), heat recovery systems capture this energy and reuse it. The recovered heat can then be used for various applications, such as producing domestic hot water, supporting space heating, or meeting other thermal demands within a building or industrial facility.",https://www.ejarn.com/article/detail/90460
2025-09-19,JARN News,Industry News,Combat: How to Maintain Your Industrial Heating System Year-Round,"Your industrial heating system works hard behind the scenes, day in and day out. Whether it’s keeping your team warm through winter or maintaining consistent temperatures year-round, it’s a core part of your business’ daily operations. But like any piece of equipment, it needs regular care to keep doing its job properly.",https://www.ejarn.com/article/detail/90459
2025-09-19,JARN News,Industry News,Combat: How Radiant Heating Reduces Energy Bills in Retail,"In the ever-competitive retail industry, managing operational costs is a constant challenge. Among these costs, energy consumption for heating stands as a significant burden. Furthermore, a study completed on the review on buildings energy information demonstrated that HVAC accounts for 38% of buildings consumption. From this, it is easy to recognise that retailers will be looking for innovative ways to cut costs with their heating systems. That’s where radiant heating comes in.",https://www.ejarn.com/article/detail/90458
2025-09-19,JARN News,Industry News,Sanhua: BPHE SELECTOR - EXPLORER,"We’re excited to announce the launch of Sanhua BPHE Explorer, an advanced software solution for selecting Sanhua Brazed Plate Heat Exchangers with precision and ease.",https://www.ejarn.com/article/detail/90457
2025-09-19,JARN News,Industry News,Swegon: A Wooden Air Handling Unit – Redefining the Industry?,"Considering todays many challenging sustainability targets, it is no surprise that people wonder why certain products look or work the way they do. However, when alternative solutions are explored, factors such as functionality or lifespan, often turn out to be significant showstoppers. What if someone refused to let these obstacles stifle their curiosity, and instead created a product that took on a completely new “costume”? Our expert, Martin Ottersten, Research & Innovation Development Engineer, presents a pioneering testing in this blog post.",https://www.ejarn.com/article/detail/90456
2025-09-19,JARN News,Industry News,Weil-McLain Introduces B100 Compatibility for Residential Oil Boilers,"– September 17, 2025 – Paving the way for a more climate conscious future, hydronic comfort heating solutions leader Weil-McLain®opens in a new tab has announced that its Ultra® Oilopens in a new tab, WGOopens in a new tab, WTGOopens in a new tab and SGOopens in a new tab residential oil boilers are now certified for use with biofuel blends up to 100% (B100). This achievement has been made possible through collaboration with industry leaders R.W. Beckett and Carlin Combustion, as Weil-McLain validates the adaptability of their burners to the elevated blend of biofuel when combined with its popular oil-fired boiler product lines. This advancement underscores Weil-McLain’s commitment to delivering sustainable heating options and driving environmental progress in the industry.",https://www.ejarn.com/article/detail/90455
2025-09-19,JARN News,Industry News,Panasonic Air Conditioning Transforms Surrey Home with Year-Round Comfort,", September 2025 – An extended 30-year-old five-bedroom family home in Surrey has recently been upgraded with Panasonic’s highly efficient Etherea with compact outdoor Air Conditioning system, featuring nanoeTM X technology. The installation has solved long-standing heating and cooling challenges, while improving indoor air quality and comfort throughout the year.",https://www.ejarn.com/article/detail/90454
2025-09-19,JARN News,Industry News,Tribute to Eurovent Legends at the Summit,"Join us as we celebrate industry pioneers at the Legends of Eurovent event in Prague during the 2025 EUROVENTSUMMIT. Enjoy inspiring stories, lifelong recognition, and networking in a historic Czech brewery.",https://www.ejarn.com/article/detail/90453
2025-09-19,JARN News,Industry News,Europe 2025 heatwaves: demand for AC surges as heat-related deaths triple,"Recent analysis from the World Meteorological Organization, the World Resources Institute and the Imperial College London take stock of this summer’s heatwaves in Europe.",https://www.ejarn.com/article/detail/90452
2025-09-19,JARN News,Industry News,Viessmann | NordBau 2025: Future-proof energy systems for modernization and new construction,"Viessmann Climate Solutions will be presenting its latest heating and air conditioning solutions at NordBau in Neumünster from September 10 to 14. Visitors will find the company in Hall 7 at Booth 7131, where it will be showcasing future-proof systems comprising heat pumps, electricity storage units, and photovoltaics.",https://www.ejarn.com/article/detail/90451
2025-09-19,JARN News,Industry News,Castell Howell Extends Longstanding Collaboration with Carrier Transicold with 20 New Supra HE 13 MT Units,"Castell Howell has continued its 33-year collaboration with Carrier Transicold with the delivery of 20 new Supra® High Efficiency (HE) 13 Multi-Temperature (MT) units – the first multi-temperature models of the system to be deployed on UK roads. Based in Carmarthenshire, the food wholesaler continues to lead in fleet innovation, consistently selecting advanced solutions from Carrier Transicold’s portfolio to power its extensive range of temperature-controlled trucks and trailers. Carrier Transicold is a part of Carrier Global Corporation (NYSE: CARR), global leader in intelligent climate and energy solutions.",https://www.ejarn.com/article/detail/90450
2025-09-19,JARN News,Industry News,Carrier Powering the Future of Energy,"Sept. 17, 2025 /PRNewswire/ -- Carrier Global Corporation (NYSE: CARR), global leader in intelligent climate and energy solutions, has begun its first field trials of battery-enabled HVAC systems to test how they can store and shift energy when the grid needs it most.",https://www.ejarn.com/article/detail/90449
2025-09-19,JARN News,Industry News,Carrier Launches TechVantage Ignite to Develop Next-Generation HVAC Technicians and Controls Engineers,"Carrier Commercial Service and Automated Logic Field, part of Carrier Global Corporation (NYSE: CARR), global leader in intelligent climate and energy solutions, have launched the first cohorts of TechVantage Ignite, a program to develop the next generation of commercial HVAC technicians and controls engineers.",https://www.ejarn.com/article/detail/90448
2025-09-18,JARN News,Industry News,Carrier Japan Enters into Sponsorship Agreement with Hokkaido Nippon-Ham Fighters,", Sept. 17, 2025 – Carrier Japan announced today that it has signed a sponsorship agreement with Fighters Sports & Entertainment Co., Ltd., headquartered in Kitahiroshima City, Hokkaido. This collaboration focuses on collaborative initiatives at Hokkaido Ballpark F Village, encompassing ES CON Field Hokkaido, the home field of Hokkaido Nippon-Ham Fighters. As part of the agreement, Carrier Japan will feature a billboard advertisement in the right field stands of ES CON Field to strengthen brand recognition and foster meaningful engagement opportunities with visitors to the ballpark. Carrier Japan is a part of Carrier Global Corporation (NYSE: CARR), global leader in intelligent climate and energy solutions.",https://www.ejarn.com/article/detail/90447
2025-09-18,JARN News,Industry News,Haier Refrigerators Receive Two VDE Recognition,"‌    We are proud to share that Haier Smart Home in Europe, has once again been recognized by the prestigious VDE Institute with two special certificates that highlight our commitment to innovation, sustainability, and delivering outstanding value to our consumers.",https://www.ejarn.com/article/detail/90446
2025-09-18,JARN News,Industry News,Introducing the new DST GS-series compact gas sensors: Built for extreme conditions,"The new DST GS gas sensors by Danfoss Sensing Solutions feature the company’s patented top-down inverted design in a slim, compact design with an IP66 rating, offering extra protection in extreme conditions.",https://www.ejarn.com/article/detail/90445
2025-09-18,JARN News,Industry News,Mitsubishi Electric: Valdo Spumanti,"Cantine Valdo is located in the heart of Conegliano Valdobbiadene, the land of Prosecco and a Unesco World Heritage Site. The name Valdo encapsulates the strong reference to the local area, which is desired by the Bolla family, who, by running the winery and operating in the wine industry for over 90 years through three generations, have contributed to spreading the culture of Prosecco in Italy and throughout the world. One of Valdo's distinguishing factors is its control of the entire production process. From cultivation to harvesting and vinification, from sparkling wine making to bottling and packaging, the winery monitors the entire chain to ensure the highest quality of its products.",https://www.ejarn.com/article/detail/90444
2025-09-18,JARN News,Industry News,UMD Team Develops One of the Most Compact Heat Exchangers for Extreme Environments,"A research team led by the University of Maryland Center for Environmental Energy Engineering (CEEE) recently broke new ground in the development of compact heat exchangers for high temperature/high pressure environments – such as aerospace applications, power generation systems and waste recovery – by innovating the most compact prototype reported to date, as verified through experimental testing and supported by their survey of the published literature. The researchers, who are with CEEE’s Smart and Small Thermal Systems Laboratory, presented their prototype and experimental performance results in two recent issues of International Communications in Heat and Mass Transfer.",https://www.ejarn.com/article/detail/90443
2025-09-18,JARN News,Industry News,Revolutionising refrigeration: design and optimisation of a rotary magnetic domestic refrigerator,"The International Institute of Refrigeration is pleased to highlight a study that advances the field of solid-state refrigeration. Researchers from the University of Genoa, Italy, have developed and optimised a new rotary magnetic refrigerator designed for domestic use at room temperature, offering a promising alternative to traditional vapour-compression systems.",https://www.ejarn.com/article/detail/90441
2025-09-18,JARN News,Industry News,Mitsubishi electric: CVWALL2,"CVWALL2 is our new chilled water perimeter unit, ideal for large data centers such as Colocation & Hyperscale Data Centers. The range, made for indoor installation, is comprised of 2 models available in the horizontal flow version and is optimized to work with high air flows and high outlet temperatures. Equipped with a chilled water coil, centrifugal EC fans, micro-pleated filters, and designed for installation in technical corridors, the new CVWALL2 unit boasts unique energy efficiencies on the market. Through careful and targeted design, all components have been optimized to improve the performance of the new unit. Thanks to the use of an optimized electrical panel, a smaller base, and the new filter holder design (patent pending), it has been possible to significantly increase the usable filter surface area, while drastically reducing air-side pressure losses and the consequent electrical consumption. This allows for a considerable economic savings (over 50% compared to the previous range) and improved performance, leading to unbeatable OPEX and CAPEX.",https://www.ejarn.com/article/detail/90440
2025-09-18,JARN News,Industry News,Arkema and Catalyxx accelerate the transition to lower-carbon footprint acrylic monomers and acrylic resins,"Arkema, a global leader in specialty materials, and Catalyxx, an innovator in bio-based chemicals, announce a strategic partnership. This collaboration aims to develop a new value chain for low-carbon, bio-based acrylic resins by leveraging breakthrough proprietary technology.",https://www.ejarn.com/article/detail/90439
2025-09-18,JARN News,Industry News,Thought leaders to headline BESA Conference,Digital construction guru May Winfield and Build UK CEO Suzannah Nichol OBE will deliver keynote presentations at the Building Engineering Services Association (BESA) Annual Conference on October 16.,https://www.ejarn.com/article/detail/90438
2025-09-18,JARN News,Industry News,Emerson’s Next-Generation of Industrial PCs Provide a Powerful and Rugged Computing Platform for AI-Enabled Automation,New PACSystems IPCs combine latest generation of industrial-rated processors with optimized cooling and pre-loaded software to simplify advanced computing and integration,https://www.ejarn.com/article/detail/90437
2025-09-18,JARN News,Industry News,Mitsubishi Electric: the Futurebuild Podcast,"I was asked to appear in a podcast recently with Martin Hurn, the Event Director of Futurebuild, as part of a series looking at the challenges of commercial HVAC retrofitting.",https://www.ejarn.com/article/detail/90436
2025-09-18,JARN News,Industry News,Maryland Engineers Recognized with Faculty Honors,Four A. James Clark School of Engineering faculty members are among the honorees of the University of Maryland’s (UMD) 2025 Distinguished University Professor and Professional Track Faculty Excellence awards.,https://www.ejarn.com/article/detail/90435
2025-09-18,JARN News,Industry News,Dissertation Presents a Novel Thermal Energy Storage System to Help Prevent Grid Overloads,"Congratulations to Veeresh Ayyagari on successfully defending his Ph.D. dissertation, “An Additively Manufactured, Salt Hydrate-Based Latent Heat Thermal Energy Storage for Peak Load Shifting in Building Equipment.”",https://www.ejarn.com/article/detail/90434
2025-09-18,JARN News,Industry News,Panasonic Delivers Sustainable Heat Pump Solution for Connect Housing Tenants,"Welwyn Garden City, September 2025 – Panasonic Heating & Cooling Solutions provided Connect Housing with a sustainable heating and domestic hot water (DHW) solution for their new development of 14 homes in Halifax.",https://www.ejarn.com/article/detail/90433
2025-09-18,JARN News,Industry News,Danfoss motion portfolio: Now with VLT® Multiaxis Servo Drive 520,"VLT®Multiaxis Servo Drive is a key element of VLT®FlexMotion, the flexible and modular servo concept which allows machine builders to construct exactly the systems needed to meet specific application needs.",https://www.ejarn.com/article/detail/90432
2025-09-18,JARN News,Industry News,ACCA releases statement on NFPA Standards Council decision on NEC appeals,"(September 15, 2025) — The Air Conditioning Contractors of America (ACCA) today issued the following statement in response to the NFPA Standards Council’s decision to deny ACCA’s two appeals regarding the 2026 National Electrical Code (NEC):",https://www.ejarn.com/article/detail/90431
2025-09-18,JARN News,Industry News,codeBIM is a Silver Sponsor of the Eurovent Summit,"Brussels, 16 September 2025. Eurovent is proud to announce codeBIM as a Silver Sponsor of the 2025 EUROVENTSUMMIT. Join us on 24-26 September in Prague, under the forward-looking theme #ManufacturingForTomorrow.",https://www.ejarn.com/article/detail/90430
2025-09-18,JARN News,Industry News,World Ozone Day: UNIDO Director General Müller highlights work under Vienna Convention & Montreal Protocol as a beacon for successful climate action,"Vienna, 16 September 2025 – Today we celebrate World Ozone Day. Forty years ago, representatives from all nations assembled in Vienna to lay the foundation for one of the most remarkable and successful multilateral environmental treaties to date - The Vienna Convention for the Protection of the Ozone Layer. It is the only treaty which ever achieved universal ratification—signed by every country on earth and leading to successful global action to reverse the expanding ozone hole and continuing to protect both the ozone layer as well as the climate to this day.",https://www.ejarn.com/article/detail/90429
2025-09-18,JARN News,Industry News,GEA QBOIL: From pilot project to industrial benchmark – up to 35% less energy consumption in wort boiling,"At drinktec 2025, GEA will showcase the advanced QBOIL wort boiling system. Since its introduction at BrauBeviale 2023, the system has undergone practical trials and has now been successfully implemented in industrial reference plants. The results confirm the efficiency of GEA QBOIL in the most energy-intensive step of brewing: wort heating and boiling.",https://www.ejarn.com/article/detail/90428
2025-09-17,JARN News,Industry News,ehpa: Counting down to the Heat Pump Forum 2025,"From debunking disinformation to transforming district heating, from business-building networking to an evening of live jazz – the Heat Pump Forum 2025 promises two days of ideas, debate, and inspiration.",https://www.ejarn.com/article/detail/90427
2025-09-17,JARN News,Industry News,Insights from the Eurovent PG-RT Vice-Chairperson,"Arel Arsoy is the Vice-Chairperson of the Eurovent Product Group Rooftop Units and Deputy General Manager at IMBAT. In this short interview with the Eurovent Team, he gives us an insight into the activities of the PG-RT.",https://www.ejarn.com/article/detail/90426
2025-09-17,JARN News,Industry News,Mick Langford appointed as new UK Country Manager for Panasonic,"Panasonic is pleased to announce the appointment of Mick Langford as the new UK Country Manager for the heating and cooling division, effective from 15th September 2025. Mick brings over 40 years of industry and technical expertise to the role.",https://www.ejarn.com/article/detail/90425
2025-09-17,JARN News,Industry News,Ice cream global trade 2024: Thailand becomes top Asian exporter; EU production grows,"In a ranking dominated by Europe, Thailand becomes the 9th largest exporter of ice cream in volume, 11th in value, according to latest data from the United Nations Comtrade database.",https://www.ejarn.com/article/detail/90424
2025-09-17,JARN News,Industry News,Danfoss MP1T axial piston tandem pump boosts efficiency of dual-path propel systems in off-highway machinery,"— Danfoss Power Solutions today announced the launch of its MP1T axial piston tandem pump. An addition to the company’s popular MP1 medium-power closed-circuit hydraulic platform, the MP1T tandem pump offers high rotating efficiency, enhanced controllability, and the shortest pump length in its class. The pump is designed for construction machinery and other applications with dual-path propel systems.",https://www.ejarn.com/article/detail/90423
2025-09-17,JARN News,Industry News,Future-Proof Packaging for Pharma & Life Sciences | Peli BioThermal,"Discover how Peli BioThermal is shaping the future of cold chain packaging—combining sustainability, innovation, and reliability to protect life-saving therapies.",https://www.ejarn.com/article/detail/90422
2025-09-17,JARN News,Industry News,Emerson: New Show How Are We Today? Expands the Conversation on Mental Health,"(September 9, 2025) – Season One of How Are We Today? premieres on Public Television September 15. How Are We Today? is an educational TV program for ages 12 and up that provides free education, at-home therapeutic techniques and resources for managing mental health conditions.",https://www.ejarn.com/article/detail/90421
2025-09-17,JARN News,Industry News,Liebherr at Metro Trans China 2025: More climate-friendly HVAC solutions for the railway industry,"China's urbanization is accelerating and people depend even more on transportation. Efficient and fast transport is not only fundamental of urban operation, but also has a big influence on the quality of life of residents and the economic vitality of cities. China promotes the construction of rail transportation and is committed to creating an urban rail network with extensive coverage and smooth connections.",https://www.ejarn.com/article/detail/90420
2025-09-17,JARN News,Industry News,Is Your Temperature Control Equipment Ready for Manufacturing Demand Increases?,"As the holiday season approaches, production managers across various manufacturing industries face a unique set of challenges. The surge in demand for products during Christmas can strain operations to their limits.",https://www.ejarn.com/article/detail/90419
2025-09-17,JARN News,Industry News,ACCA heads to Capitol Hill for legislative advocacy fly-in,"(September 10, 2025) — HVACR trade professionals are taking center stage in Washington, D.C. this week to advance contractor interests on Capitol Hill during Air Conditioning Contractors of America's 2025 Advocacy Day.",https://www.ejarn.com/article/detail/90418
2025-09-17,JARN News,Industry News,Helios Technologies Recognized with Top Benefits Award from Mployer,".--(BUSINESS WIRE)-- Helios Technologies, Inc. (NYSE: HLIO) (“Helios” or the “Company”), a global leader in highly engineered motion control and electronic controls technology, is proud to announce that it has been recognized with the 2025 Top Benefits Award from Mployer, the industry standard for rating employee benefits. This honor highlights Helios’ commitment to offering comprehensive, high-quality benefits that support the health, financial security, and overall well-being of its workforce.",https://www.ejarn.com/article/detail/90417
2025-09-17,JARN News,Industry News,Mitsubishi Electric: Hybrid VRF – even more relevant 10 years on,"This month, we are celebrating the 10th anniversary of our unique and pioneering Hybrid VRF (Variable Refrigerant Flow) air conditioning system which delivers the flexibility of design and performance of a VRF system, combined with many of the benefits normally associated with a water-based chiller system.",https://www.ejarn.com/article/detail/90416
2025-09-17,JARN News,Industry News,GREE Shines at 2025 Malaysia Marvex Expo,"Recently, GREE made a stunning debut at the prestigious 2025 Malaysia Marvex Exhibition in Kuala Lumpur, showcasing an unprecedented product lineup. During the four-day event (September 9 to 12), GREE showcased innovative product series covering RAC, CAC, and energy management under the theme of “Green Technology, Smart Future.” The exhibition reached its peak with an exciting skills competition, fully demonstrating GREE’s leadership in driving the industry’s green transformation through innovative technologies and its deep commitment to the Southeast Asian market.",https://www.ejarn.com/article/detail/90415
2025-09-17,JARN News,Industry News,Altecnic | Potable Expansion Vessels: What You Need to Know,"When it comes to maintaining a safe and efficient water system, one essential component often overlooked is the potable water expansion vessel. These vessels play a vital role in ensuring that your system runs smoothly, prevents damage, and protects both property and users.",https://www.ejarn.com/article/detail/90414
2025-09-17,JARN News,Industry News,EuroShop turns 60: From a showcase trade fair to a global retail festival,"A trade fair that doesn’t ask what is being sold, but how: EuroShop was launched in Düsseldorf in 1966 with this idea in mind, focusing on a topic that was as relevant then as it is today: the future of retail. Sixty years later, this vision has become the world’s leading platform for retail innovation. In 2026, the 60th anniversary will be celebrated in Düsseldorf with a “Global Retail Festival”.",https://www.ejarn.com/article/detail/90413
2025-09-17,JARN News,Industry News,GE Appliances Demands Whirlpool Retract Unfounded Tariff Claims,"For Whirlpool to lodge unsupported claims with the Administration, based essentially on guesswork, is irresponsible and inappropriate. GE Appliances takes compliance seriously, and we have robust customs compliance processes in place, including third-party reviews and audits.",https://www.ejarn.com/article/detail/90412
